"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0070482","response to oxygen levels",316,-0.355675770825211,-1.47543749444393,0.00104794033519601,0.0210760339278573,0.0180159733629772,6342,"tags=35%, list=27%, signal=26%","523/10397/8678/3291/6714/4512/9777/4524/26355/6548/5034/4824/132864/857/842/210/1958/112399/9520/9114/5743/54541/3708/8996/4891/7009/7049/5230/9550/4921/4313/57085/4017/7057/57103/7042/1026/8837/5465/23576/3091/537/84317/57142/6517/283/84709/5351/1277/18/2982/406932/28996/5021/3776/4985/134/2660/7124/5024/4504/5740/664/1291/5163/6326/1365/6505/65018/6387/2277/2043/378938/79625/6422/1803/5352/84557/3624/93649/6513/3976/7422/665/6095/6657/6648/7097/10370/2034/4693/6547/1410/3778/6781/7412/133/3952/51378/1813/3751/64506/205/28984/7852/2155/6261/102724560/114757/3777/51129"
"GO:0036294","cellular response to decreased oxygen levels",140,-0.408985001287842,-1.55532527595363,0.00105196366911219,0.0210854744893333,0.0180240432353576,6295,"tags=39%, list=27%, signal=29%","10397/8678/6714/26355/6548/5034/4824/132864/112399/9520/5743/8996/7009/5230/4921/57103/8837/23576/3091/57142/6517/84709/406932/28996/3776/4985/2660/4504/5740/664/5163/6326/65018/2043/378938/79625/6422/84557/3624/7422/665/6095/10370/2034/4693/6547/6781/51378/1813/3751/64506/205/28984/102724560/3777"
"GO:0140694","non-membrane-bounded organelle assembly",402,0.28280447349167,1.32939356074146,0.00106116073285906,0.021198204134858,0.0181204054967746,2755,"tags=17%, list=12%, signal=15%","2886/8557/88/4633/221150/9055/56992/197135/10403/64105/1062/9212/159989/259266/55143/4605/3833/4751/284403/3832/1063/9787/991/29128/24137/5347/54443/26271/7429/10615/29960/9493/672/220134/93323/332/6790/1058/55722/9735/9133/22974/29127/6491/64946/387103/23354/4629/3619/22995/10324/10733/163786/29899/54930/1017/10529/55835/9738/859/1104/25914/91807/6795/79441/81624/29901/6857"
"GO:0010569","regulation of double-strand break repair via homologous recombination",81,0.452576795079167,1.74138603834478,0.00106480560972098,0.0211996365183711,0.0181216299104051,7753,"tags=54%, list=33%, signal=37%","10635/116028/5347/10721/8914/55010/2187/5888/63979/115004/142/6502/23347/55086/55183/112441434/57162/1111/2521/8607/92797/54556/51750/86/10902/196528/54537/64110/4683/8089/708/55658/10856/158880/57634/113510/54799/2074/55135/23028/80311/29072/8295/6118"
"GO:0007056","spindle assembly involved in female meiosis",11,0.786662337229265,1.90956403782799,0.00107920521172047,0.0214144632813964,0.0183052656576983,1710,"tags=55%, list=7%, signal=51%","221150/10403/26271/220134/6790/9133"
"GO:0014902","myotube differentiation",110,-0.428884487801792,-1.58392975909414,0.00109420579348735,0.0214269573944811,0.0183159457320092,5868,"tags=37%, list=25%, signal=28%","168620/50937/4856/8740/10014/57462/975/30816/928/8837/9149/221662/56203/3688/9518/6474/8506/101929726/23646/1291/124872/9734/4756/4773/58494/6495/1827/8038/93649/84814/79365/56603/6261/3756/6272/150094/11096/6469/575/577/92737"
"GO:0061640","cytoskeleton-dependent cytokinesis",121,0.381074531771218,1.55698818940027,0.00109184838214738,0.0214269573944811,0.0183159457320092,2076,"tags=17%, list=9%, signal=15%","9212/55143/10112/51203/9585/24137/5347/54443/55165/128239/9493/9700/332/11113/1058/29127/3925/3619/26586/1894"
"GO:0060326","cell chemotaxis",246,-0.369550340460188,-1.49902148669972,0.0010908623178852,0.0214269573944811,0.0183159457320092,5442,"tags=35%, list=23%, signal=27%","57118/351/2047/5293/4681/1910/7060/5365/7114/4313/5025/4067/7057/972/1435/7042/10488/55742/5587/728/51411/10344/1525/54795/5595/2920/2826/56833/2660/22914/3071/6346/566/5196/641517/6348/4282/23396/6372/5881/3315/9034/4739/5880/3569/64065/6387/2277/5054/683/1803/2247/56477/64127/58191/4015/7422/2246/1237/79148/3815/1238/10803/2358/2621/146433/6364/7412/26228/1230/1236/6356/2150/2833/7852/5800/2155/11240/10451/7474/1588/3689/6288/26585/54210/7857"
"GO:1903530","regulation of secretion by cell",477,-0.32562323910378,-1.3927420543525,0.00109428081755061,0.0214269573944811,0.0183159457320092,6153,"tags=32%, list=26%, signal=24%","111/5211/682/5217/3156/4824/9581/2550/3745/79651/127833/56848/51714/6382/3592/8372/7099/4856/6812/2149/22871/406/26509/3134/7376/23400/3708/54972/41/5208/285381/4041/26056/51092/654/706/8609/25953/3916/5025/4067/7042/2147/8564/3356/5587/9545/2641/3091/2697/283/9501/1815/18/6690/54795/55784/27445/5021/57126/8431/134/152/3596/4988/7124/26281/114/6833/3071/9256/57818/886/5008/4282/57555/6343/7021/1020/6853/7784/84106/84961/6844/10079/5880/3569/6385/11069/4756/65018/6387/8291/43/6422/5122/5874/1393/2691/3624/112755/2822/2668/9001/3976/668/640/8660/945/4923/1601/1143/51760/4825/7097/6861/407031/5030/84258/785/9699/8736/3783/8111/23086/27063/3737/192683/6616/768218/9498/3952/1813/2150/8618/28984/130399/169026/140730/388581/10815/9066/6622/22999/6447/8399/1588/3625/3689/3814/8941/6288/91683/6696"
"GO:0071453","cellular response to oxygen levels",154,-0.404562178136501,-1.56065300804545,0.00109990780936702,0.0214662928716268,0.0183495700329997,6342,"tags=40%, list=27%, signal=29%","523/10397/8678/6714/26355/6548/5034/4824/132864/857/112399/9520/9114/5743/8996/7009/5230/9550/4921/57103/8837/23576/3091/537/84317/57142/6517/84709/406932/28996/3776/4985/2660/4504/5740/664/5163/6326/65018/2043/378938/79625/6422/84557/3624/7422/665/6095/10370/2034/4693/6547/6781/51378/1813/3751/64506/205/28984/102724560/3777"
"GO:0002438","acute inflammatory response to antigenic stimulus",14,-0.752422323650399,-1.83335737212554,0.00111982280804998,0.0217587143115586,0.0185995343711958,2967,"tags=50%, list=13%, signal=44%","3133/7784/718/2212/1236/2/2209"
"GO:0072006","nephron development",145,-0.410947650849981,-1.56950771794422,0.00112222595303168,0.0217587143115586,0.0185995343711958,6156,"tags=39%, list=26%, signal=29%","84445/3570/5159/2131/4853/6299/8642/5310/3913/1958/5311/4643/2297/1910/3690/8837/5420/1739/255743/9955/793/6662/284/3207/5076/55083/7021/947/3675/1285/6495/2247/26249/130497/4854/2668/59/3976/7477/7422/2246/25789/342184/79192/6580/9953/9241/5800/7481/5455/3217/26585/6469/153572/54798/8710"
"GO:0038128","ERBB2 signaling pathway",23,-0.667563602127629,-1.83412104233897,0.00113270089906363,0.0218192027082613,0.0186512403680402,994,"tags=26%, list=4%, signal=25%","685/1950/5801/374/7039/2069"
"GO:0000045","autophagosome assembly",115,-0.437606547152656,-1.62791245344079,0.00113161696519094,0.0218192027082613,0.0186512403680402,9042,"tags=57%, list=39%, signal=35%","25782/8396/29978/8987/55968/51715/4534/22930/7189/9706/23192/89849/9776/79065/56270/7957/7879/340061/23232/22863/5868/90410/57154/23647/5899/5663/10312/83734/26100/5861/51100/81876/9531/401548/8897/8678/83452/23241/79837/22954/440026/81671/10043/5289/9554/11345/9907/8408/11152/11337/440738/401409/26471/81631/23673/57535/94241/65018/64112/58476/2048/84557/23710/55062/1509/643246"
"GO:0061025","membrane fusion",169,-0.394484913731354,-1.5444060652094,0.00121122041382296,0.0232562159068338,0.0198796114930984,7553,"tags=44%, list=32%, signal=30%","23208/23355/8417/57617/302/84937/8673/9341/143187/8775/6809/128866/301/10652/8615/9570/9392/80124/6843/5877/858/25801/6810/55207/11261/51652/10228/256710/84286/127833/10490/81555/23339/6812/10043/23400/5322/84272/25978/9554/928/27072/2901/9501/7075/390243/286753/101929726/9842/6844/285525/23673/1803/26059/57393/112755/6861/84258/284680/5104/2621/6616/149095/152015/127579/2352/11063/80183/10815/9066/6622/22999/131375/10451"
"GO:0036314","response to sterol",31,-0.616659195941253,-1.83842436896595,0.00124072899397763,0.0237459520040945,0.0202982420814405,3468,"tags=45%, list=15%, signal=39%","284254/1581/6348/7048/20/3638/3624/23209/2822/19/6095/151556/2155/3625"
"GO:0044703","multi-organism reproductive process",181,-0.38230206585083,-1.50494164896516,0.00125304467024083,0.023904546715559,0.0204338101919795,5472,"tags=35%, list=23%, signal=27%","23641/5743/7421/1594/2057/59350/4313/3678/5744/8434/3690/64750/2697/5270/5069/412/8909/5672/5021/6833/1833/2706/730249/4318/7056/3485/3675/780/3490/10699/5680/1393/51673/5016/6513/6013/3976/7076/2201/7422/1829/1508/56977/54206/84868/639/6019/5618/10370/4693/3488/5673/5670/6781/133/3952/5675/8605/130399/102724560/64478/5676/6696"
"GO:0007032","endosome organization",97,-0.451351609617444,-1.64177853348292,0.00126791583744872,0.0241107200755874,0.0206100489366664,9078,"tags=56%, list=39%, signal=34%","23352/79666/440400/1759/55353/55823/51510/527/137492/91782/7879/55048/57403/7251/10254/55004/57617/143187/128866/9897/9525/257364/5071/23023/64400/533/51606/8724/8766/523/84067/1182/51652/51160/10228/144717/89853/10043/83547/55654/950/25978/55361/79156/537/9296/29887/5869/10159/8878/535/155382/728113/51361"
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity",50,-0.541661164144475,-1.75825572806206,0.00128409590369088,0.0243403865706007,0.020806369813293,3836,"tags=38%, list=16%, signal=32%","3135/22914/3594/80328/3133/5788/9390/3140/4068/56253/23705/26228/80329/3823/3107/2150/8302/3824/3821"
"GO:0098719","sodium ion import across plasma membrane",20,-0.68157202271525,-1.82135784959564,0.00129312464406115,0.0244334666025948,0.0208859354176554,2209,"tags=40%, list=9%, signal=36%","84679/6549/6337/6553/6529/284525/610/389015"
"GO:0008209","androgen metabolic process",26,-0.636561360041196,-1.82589958434626,0.0013237647635768,0.0249330042612736,0.021312944464204,823,"tags=38%, list=4%, signal=37%","1109/8630/6716/25976/3624/133/1588/6469/10170/6696"
"GO:1901615","organic hydroxy compound metabolic process",470,-0.323601020877601,-1.38231571138328,0.00132874213606407,0.0249475540926206,0.0213253817839996,5542,"tags=30%, list=24%, signal=24%","1428/9677/27122/4864/23600/8228/51301/51141/351/2184/134429/114781/11161/1594/7108/403313/5208/4041/5959/217/654/1910/10577/6721/25953/1727/51573/1109/57104/8821/216/57103/10901/7042/8630/3953/3949/6713/2222/84649/9885/3157/4779/3091/6609/8029/5153/1050/3292/1815/18/26002/221/8431/2494/4881/6716/131/7124/51302/158835/1562/405753/1001/246/116255/1581/53905/6309/54884/2780/54344/3422/1717/2629/7166/9563/10404/434/5092/6770/284161/6567/6505/20/2055/3638/2861/427/6799/33/6307/1646/51706/3988/3624/8435/8608/338/19/2304/1734/255738/57016/91734/2246/1508/10858/54206/441282/1558/50506/4923/1601/8612/5341/126/6620/145226/3815/7299/2034/407031/2819/340895/8811/54363/7038/442038/3952/1813/2903/3990/6622/7173/27233/7474/1588/3689/145264/7274/10170"
"GO:0016079","synaptic vesicle exocytosis",94,-0.438720284371364,-1.58254828792467,0.00133700054248931,0.025023420247915,0.021390232819902,3119,"tags=24%, list=13%, signal=21%","23396/1020/6853/84961/6844/127262/26059/112755/6861/5030/785/9699/6616/9498/8618/140730/10815/9066/6622/22999/23025/91683/440279"
"GO:0051480","regulation of cytosolic calcium ion concentration",49,-0.54358713108681,-1.75469824948764,0.0013584928152768,0.0253457165818781,0.0216657344720411,4671,"tags=45%, list=20%, signal=36%","2147/444/9885/1258/793/134/114/9256/2890/26059/493/2911/491/5030/6543/785/794/2915/6261/130733/7474/3270"
"GO:0060571","morphogenesis of an epithelial fold",17,-0.709138673178756,-1.82444750117654,0.00137918874878891,0.0256010478685479,0.0218839938312319,1561,"tags=41%, list=7%, signal=38%","3091/151449/7472/8626/9241/7474/6469"
"GO:0001910","regulation of leukocyte mediated cytotoxicity",70,-0.49175649827977,-1.67601260388321,0.00138080824505905,0.0256010478685479,0.0218839938312319,3836,"tags=34%, list=16%, signal=29%","3135/22914/3071/3594/6372/80328/3133/5788/9390/3383/3140/84868/4068/56253/23705/26228/80329/3952/3823/3107/2150/8302/3824/3821"
"GO:0000460","maturation of 5.8S rRNA",35,0.551058089911746,1.78281296205788,0.00138727559216126,0.0256408289354914,0.0219179990261779,8970,"tags=80%, list=38%, signal=50%","5393/90459/23404/112479/11340/10171/65095/84549/27340/5591/5394/23246/23481/23212/79707/81887/23517/10412/55759/29777/8602/161424/51010/51018/23016/10200/54512/117246"
"GO:0032206","positive regulation of telomere maintenance",75,0.439797192043345,1.66982700957054,0.00142645830527663,0.0262831587739325,0.0224670680445335,8430,"tags=63%, list=36%, signal=40%","79008/9212/4751/3184/4361/5588/9314/51377/4216/3181/2643/65057/283899/8607/3178/51750/83444/1736/86/25913/4683/92345/26272/4798/10576/22948/79913/10856/4931/10728/548593/3320/7013/55135/5073/6950/84464/26354/79035/170506/908/29844/5514/545/54617/7014/7203"
"GO:0045055","regulated exocytosis",198,-0.382959325584823,-1.52460781199346,0.00148329963946414,0.0272458723248939,0.0232900037899241,6506,"tags=41%, list=28%, signal=30%","2771/4627/83849/11280/8573/6284/6810/55207/5217/9581/3745/127833/56848/8372/84446/51150/6812/22871/9751/6571/9145/3134/9144/5293/284021/26056/9143/3916/4067/9885/9545/2901/9501/27445/57126/3596/401258/3071/6348/23396/1020/6853/7784/84106/84961/6844/7166/5880/11069/127262/1393/26059/116449/57393/261729/5730/112755/5729/51760/5341/3815/6861/5030/84258/785/9699/192683/6616/9498/2150/8618/140730/10815/9066/6622/22999/23025/85477/3689/8941/91683/440279"
"GO:2000105","positive regulation of DNA-templated DNA replication",14,0.715932195564162,1.8660783854741,0.00151389135642598,0.0277219673385041,0.0236969738637438,2378,"tags=43%, list=10%, signal=39%","79733/81620/10926/80174/1017/8317"
"GO:0015697","quaternary ammonium group transport",14,-0.743576330914815,-1.81180316581641,0.0015226307378734,0.0277962097470857,0.0237604369071223,4348,"tags=50%, list=19%, signal=41%","6584/788/6583/55356/6580/54716/6539"
"GO:0048791","calcium ion-regulated exocytosis of neurotransmitter",15,-0.728096376483351,-1.81981705093121,0.00154940935089032,0.0281982996283198,0.0241041467632856,1956,"tags=40%, list=8%, signal=37%","112755/9699/6616/9066/23025/440279"
"GO:0034501","protein localization to kinetochore",15,0.706010050032134,1.88141085961457,0.0015847300281563,0.0286652538324736,0.0245033031953051,2482,"tags=53%, list=11%, signal=48%","9212/57082/983/7272/55166/9735/27085/55055"
"GO:1903083","protein localization to condensed chromosome",15,0.706010050032134,1.88141085961457,0.0015847300281563,0.0286652538324736,0.0245033031953051,2482,"tags=53%, list=11%, signal=48%","9212/57082/983/7272/55166/9735/27085/55055"
"GO:0044706","multi-multicellular organism process",185,-0.38711809678324,-1.52715162885971,0.00163100821231636,0.0293235506777969,0.0250660209471778,5880,"tags=38%, list=25%, signal=29%","81671/3074/5669/5125/8372/2354/23641/5743/7421/1594/2057/59350/4313/3678/5744/8434/3690/64750/2697/5270/5069/412/8909/5672/5021/5535/6833/1833/2706/730249/4318/7056/3485/3675/780/3490/10699/5680/1393/51673/5016/6513/6013/3976/7076/2201/7422/1829/1508/56977/54206/84868/639/6019/5618/10370/4693/3488/5673/5670/6781/133/3952/5675/8605/130399/102724560/64478/5676/6696"
"GO:0003015","heart process",215,-0.369525864007447,-1.48445695900861,0.00163014244727678,0.0293235506777969,0.0250660209471778,5117,"tags=32%, list=22%, signal=25%","8654/1910/5999/5025/1756/4635/23327/2548/7042/444/1739/2697/388591/1525/54795/6474/80149/407034/134/30820/7124/58498/2258/6329/478/6327/29098/10659/1832/3728/6326/3752/2534/6505/2946/10699/2934/493/6323/6508/1829/5318/64091/57731/70/6330/23704/2740/5348/1573/2034/491/6543/6547/79924/3768/6781/133/3759/1813/1674/3751/7852/287/29119/80763/6334/27129/3270"
"GO:0009100","glycoprotein metabolic process",354,-0.3355705572137,-1.40510843504704,0.00164072723021959,0.0294091681477125,0.0251392074898966,7638,"tags=42%, list=33%, signal=29%","56913/2801/92126/1603/4124/58505/2720/9331/80267/85365/9695/4245/1650/27230/11173/9761/5663/29926/2135/54360/347734/10299/138050/11320/23071/5238/727936/5861/10678/3073/84061/55624/114805/55959/55858/81876/63917/2590/8473/27090/84752/267/2673/64132/10585/55343/11261/6185/10347/222537/338596/29940/55741/2683/9375/79644/2131/100128731/1839/55501/84447/3074/8693/2132/7844/1471/4864/2817/51301/7991/4125/6448/56548/11285/11282/91445/175/84892/55568/79158/9445/7841/4669/2137/23275/23385/389125/11253/3091/3340/9955/90161/442117/10690/27087/10164/442897/9957/93611/54344/9528/83857/84572/4121/81031/54480/4249/2524/81792/124872/266722/57134/126433/10318/25825/20/4126/50515/64131/2591/3423/374907/79586/256281/51146/50614/29906/93010/8708/11227/11226/64840/619556/9956/55808/129807/25834/3952/9953/1236/3425/26232/9245/10317/4321/2651/2134/117248/8128"
"GO:0060560","developmental growth involved in morphogenesis",217,-0.370139126483351,-1.48768515919241,0.00167405400969308,0.0299161519262322,0.0255725815431239,4922,"tags=28%, list=21%, signal=22%","6792/65059/8408/23327/1435/51393/3371/144165/57142/23242/9856/3688/6662/51299/2258/9576/4504/23105/8828/55083/1020/5590/7048/6387/55558/780/6422/6495/8482/999/10439/9423/7477/7422/2246/342184/2335/51760/1382/56920/4825/6423/84258/9699/374946/6356/53335/7852/7481/4897/114804/22999/23025/1630/3897/7474/374/6469/8128/6696"
"GO:0016331","morphogenesis of embryonic epithelium",125,-0.416063315217199,-1.56470752713469,0.00171322133233084,0.0305241506448013,0.0260923040277224,2833,"tags=18%, list=12%, signal=16%","115908/6385/57822/6495/130497/7976/2668/7477/7472/79192/10370/9620/10653/57167/133/51384/8626/9241/3714/7474/26585/6469/153572"
"GO:0003401","axis elongation",25,-0.642417267294259,-1.81943052945574,0.00172844352044378,0.0307031599005776,0.0262453226646647,2382,"tags=32%, list=10%, signal=29%","6422/6495/2246/6423/7481/7474/374/6469"
"GO:0061644","protein localization to CENP-A containing chromatin",18,0.669335387548396,1.86218388836539,0.00174367979158639,0.0308813498611404,0.0263976409610784,2678,"tags=78%, list=11%, signal=69%","8368/8359/8363/8335/8294/8360/8361/8970/1058/3012/8364/8362/8367/121504"
"GO:0061037","negative regulation of cartilage development",28,-0.608944957356903,-1.77077757574784,0.00176552075152855,0.0310983496008368,0.0265831341873431,2820,"tags=29%, list=12%, signal=25%","81792/150356/8200/3952/9241/7481/26585/7483"
"GO:0007204","positive regulation of cytosolic calcium ion concentration",133,-0.418782815444461,-1.58317863742656,0.00176641561022788,0.0310983496008368,0.0265831341873431,5897,"tags=41%, list=25%, signal=31%","51714/857/5310/6915/3685/2149/3710/5311/7009/1910/9170/5025/444/3356/728/6690/54795/5021/2826/4988/114/5024/6346/2780/9034/57053/5732/89869/56477/57158/773/5729/1237/2740/1238/5030/10803/2358/623/8811/1230/133/1236/2150/2833/5733/2902/7852/2859/3814/799/6288/5026/624"
"GO:0031667","response to nutrient levels",446,-0.324109191623782,-1.38060845904496,0.00180284205951274,0.0316457453819203,0.0270510527646601,6919,"tags=34%, list=29%, signal=24%","81788/7482/5770/133746/1312/6715/57707/7248/51256/51100/22933/122622/10670/3077/143686/406911/8473/2771/56681/6591/6751/8897/8678/3291/6714/4524/29937/583/64332/3745/22954/5565/857/168620/3141/2690/6915/210/652968/64121/5743/54828/7421/10325/8202/201163/5564/1594/22941/53349/5289/706/2200/6721/5251/2729/2180/968/11345/220441/8195/411/8915/3920/8408/123/11152/3371/1026/11337/3949/5587/27072/5465/440738/1277/6690/9518/5595/80149/6716/7124/5009/4023/6833/5076/4504/2890/6343/6559/664/1291/84251/2629/81631/4914/3485/9563/57535/5583/154743/467/1030/6422/445/5122/3988/5164/7942/56477/2691/64127/84557/3624/53632/90226/6513/19/23710/7425/55062/255738/4982/590/6657/151556/6648/6423/7299/56603/4353/2621/6781/7350/7412/133/58528/3952/643246/130399/7481/2155/5166/102724560/2/10891/80763/3625/8942/6696"
"GO:0016050","vesicle organization",362,-0.339096518992953,-1.42181428122762,0.00183128527638915,0.0320501933475423,0.0273967783314483,8824,"tags=50%, list=38%, signal=32%","440400/1759/55353/10484/26985/9632/10483/55823/51510/5864/27095/8120/55647/1176/10597/527/553115/29091/84343/51128/10981/137492/8729/25946/91782/5537/3257/203062/6386/7879/10427/55048/8934/5552/11234/157680/79363/338382/26286/57403/7251/162/10254/23208/23355/8417/1173/55004/57617/302/84937/8673/9341/143187/54732/6809/128866/1453/9897/284697/10802/301/8615/9525/9871/23315/257364/5007/9570/9392/22872/5861/6399/6843/5071/10972/528/6836/23023/282991/64400/29916/533/1130/51606/858/56681/8724/8766/523/84067/1182/6810/55207/8301/58485/51652/51160/1174/10228/526/84286/127833/10490/857/81555/6382/23339/126003/128637/6812/144717/2149/9114/89853/346653/84691/25956/10043/23400/64753/529/83547/5322/84272/55654/9550/950/25978/9554/55361/79156/27072/537/9296/2901/29887/6517/5270/5869/9501/127124/225689/286753/9842/375189/947/6844/10159/285525/23673/5798/434/8878/79090/535/25825/6385/3638/26059/155382/57393/112755/19/11055/6861/84258/10881/6616/11063/50617/357/80183/728113/10815/9066/6622/283471/6272/10451/51361"
"GO:0048169","regulation of long-term neuronal synaptic plasticity",25,-0.640318160695164,-1.81348551703871,0.0018486801379292,0.0320708165448361,0.0274144072161985,2992,"tags=48%, list=13%, signal=42%","351/9145/85358/3766/816/2898/2048/3815/2915/1813/6622/81832"
"GO:0016322","neuron remodeling",13,-0.73876867298783,-1.78157309437653,0.0018458813206133,0.0320708165448361,0.0274144072161985,5395,"tags=62%, list=23%, signal=47%","351/59277/10882/718/27289/53335/577/3786"
"GO:0060047","heart contraction",208,-0.371332678693426,-1.48819005329329,0.00184025542776742,0.0320708165448361,0.0274144072161985,5117,"tags=33%, list=22%, signal=26%","8654/1910/5999/5025/1756/4635/23327/2548/7042/444/1739/2697/388591/1525/54795/6474/80149/407034/134/30820/7124/58498/2258/6329/478/6327/29098/10659/1832/3728/6326/3752/6505/2946/10699/2934/493/6323/6508/1829/5318/64091/57731/70/6330/23704/2740/5348/1573/2034/491/6543/6547/79924/3768/6781/133/3759/1813/1674/3751/7852/287/29119/80763/6334/27129/3270"
"GO:0006298","mismatch repair",31,0.584141032455832,1.83909556523009,0.00186932531804573,0.0323344230669542,0.027639740317153,6675,"tags=68%, list=28%, signal=49%","10535/5582/9156/84515/10714/4595/3978/5111/4436/7161/3146/6119/4439/79621/2956/6117/4292/7508/5378/84153/254394"
"GO:0010469","regulation of signaling receptor activity",71,-0.478489783094408,-1.6375848347101,0.0018788499807737,0.0324047003951463,0.0276998139760332,5581,"tags=41%, list=24%, signal=31%","5526/22871/8202/3460/6536/5465/3091/9655/152/4988/7124/432355/80863/57555/5054/149111/1393/2048/54800/255738/8000/66004/54206/50944/388336/9241/23542/26585/729993"
"GO:0035825","homologous recombination",61,0.458592222429711,1.69237516545673,0.00189044323821208,0.0325101441516298,0.0277899481974243,6519,"tags=61%, list=28%, signal=44%","11144/10635/7153/29128/8438/29893/2177/672/580/388649/83990/146956/5888/25788/378708/80010/57697/9319/11073/164045/79173/4439/4361/84057/64710/5885/5889/126549/57820/9985/5932/4292/4683/5890/5892/80198/201254"
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition",17,0.681045207967006,1.88504264604147,0.001900162445063,0.0325828433137537,0.0278520920605827,1562,"tags=35%, list=7%, signal=33%","221150/9787/991/11065/9700/220134"
"GO:0034113","heterotypic cell-cell adhesion",49,-0.533572261749069,-1.72237026986706,0.00194195305797519,0.0331080675085254,0.0283010581770251,4925,"tags=55%, list=21%, signal=44%","140885/3678/91663/3690/4155/55742/1525/3688/7124/390243/3687/5788/1832/3728/64065/8174/1829/5318/342035/131450/7070/7412/3679/4897/29119/2651/3689"
"GO:0051346","negative regulation of hydrolase activity",187,-0.382875147158447,-1.5122533399698,0.00194159511331637,0.0331080675085254,0.0283010581770251,5611,"tags=34%, list=24%, signal=26%","7035/1471/89932/5743/4803/1476/351/8996/7009/1293/11153/5365/402/8434/7057/7078/5270/646424/7448/6690/7077/7124/347365/5076/22914/866/4318/9806/145376/1992/377630/643394/5054/4035/1472/135228/3053/140686/7076/831/7422/51050/1474/10653/5104/2621/27151/124857/58189/79444/406929/22925/5055/6622/5274/2/100289187/6272/153218/145264/51129/1475/327657/8710"
"GO:0006405","RNA export from nucleus",89,0.417640378421176,1.62487527101771,0.00197713548670126,0.0336113032739214,0.0287312283967024,8998,"tags=63%, list=38%, signal=39%","84321/94026/10212/9631/57122/79902/3181/23636/9984/10189/55795/4116/7175/3087/4927/23279/9972/3178/9688/7514/11052/23511/6428/2332/55051/22794/1660/4928/2733/8021/9887/57187/11269/55110/5976/55677/9775/55746/80145/10657/1977/29072/26097/79228/57510/6741/29890/54888/26019/4686/55421/84324/29107/3267/8106/100101267"
"GO:0001101","response to acid chemical",128,-0.411563473481799,-1.55048984174171,0.0019842089978336,0.0336351770975622,0.0287516359445483,5714,"tags=33%, list=24%, signal=25%","8649/210/1051/652968/64121/5743/7846/10325/5311/352954/7009/2662/8651/2729/4313/598/1278/4067/729438/1036/1277/7124/2890/56034/1291/1282/4914/2534/154743/445/6495/493/57463/7422/619556/80339/58528/64506/53335/2902/2155/4314"
"GO:0032253","dense core granule localization",22,-0.654042681077257,-1.78314197725669,0.00200763476369983,0.0338389120824746,0.028925790345412,2287,"tags=32%, list=10%, signal=29%","3798/26115/547/6616/8618/23025/440279"
"GO:0044774","mitotic DNA integrity checkpoint signaling",89,0.41538656404469,1.61610656129749,0.00200642585102387,0.0338389120824746,0.028925790345412,6364,"tags=38%, list=27%, signal=28%","4998/63967/983/641/990/5347/51512/2177/90381/672/51514/146956/1017/29980/4436/11073/55159/54962/9656/118471/5883/4361/1111/11200/835/91603/51720/1027/4683/7508/5591/8883/144455/80198"
"GO:0030878","thyroid gland development",24,-0.629508824893264,-1.76046936286218,0.002055865598797,0.0344560751346402,0.0294533465804459,4299,"tags=33%, list=18%, signal=27%","3213/28996/5595/6495/2304/7038/3200/6469"
"GO:0170041","non-proteinogenic amino acid metabolic process",56,-0.515433360991358,-1.69809267247172,0.00205225535458077,0.0344560751346402,0.0294533465804459,4761,"tags=34%, list=20%, signal=27%","216/8564/1491/23576/18/5009/27232/113451/445/5352/7915/493/51733/83884/635/102724560/2571/8942/64577"
"GO:0032252","secretory granule localization",25,-0.633910944342732,-1.79533923481075,0.00208915386201502,0.0349153517277046,0.0298459401250953,2287,"tags=28%, list=10%, signal=25%","3798/26115/547/6616/8618/23025/440279"
"GO:0032467","positive regulation of cytokinesis",42,0.517817882735378,1.76912775197151,0.00214239499336416,0.0357045772349145,0.0305205768126213,3108,"tags=36%, list=13%, signal=31%","9212/55143/9585/9928/990/994/9493/332/11113/29127/3619/1894/6795/51289/79541"
"GO:0098810","neurotransmitter reuptake",26,-0.62322352155633,-1.78764160126036,0.0021740989535748,0.0359301646004437,0.0307134108146119,4731,"tags=50%, list=20%, signal=40%","6571/3690/1815/3688/3766/2055/2668/6580/1813/6529/6622/6539/6540"
"GO:0070723","response to cholesterol",27,-0.607737409980895,-1.76108117246952,0.00216871801377273,0.0359301646004437,0.0307134108146119,3282,"tags=41%, list=14%, signal=35%","1581/6348/7048/20/3624/23209/2822/19/151556/2155/3625"
"GO:0050905","neuromuscular process",143,-0.408146387521255,-1.55931677148445,0.00217306608240024,0.0359301646004437,0.0307134108146119,5464,"tags=39%, list=23%, signal=30%","113246/111/4861/124093/7138/3074/7846/79641/351/1639/3708/9446/2280/25953/116443/1756/92241/2548/5587/6769/85358/2760/8506/28996/54112/7124/57152/6833/6329/57555/5881/1200/1144/2629/7345/2946/2055/4130/2743/6323/57731/50944/3736/6547/6939/7125/3759/5457/1134/1813/2903/1311/26047/4747/64478/3198"
"GO:0106049","regulation of cellular response to osmotic stress",10,-0.785766706859001,-1.75139908815859,0.00218426449123413,0.0359978922958114,0.0307713050256317,79,"tags=30%, list=0%, signal=30%","79085/624/80303"
