"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000143878",287.93434876215,-1.1519183801872,0.219728569467027,-5.24246065489477,1.58449186240194e-07,8.17122453440679e-05
"ENSG00000163219",86.2592344158643,-1.36284783193073,0.350563919505804,-3.8875872732481,0.000101245589844978,0.00693084301102502
"ENSG00000288791",36.949916290854,-2.12259562504489,0.66994758990398,-3.16830100896268,0.00153332675291753,0.0335142205391906
"ENSG00000304396",25.5068931297351,-3.21862046814083,0.808283381819044,-3.98204459047187,6.83249569180723e-05,0.00549257912330628
"ENSG00000222005",18.0612665270299,-1.87170873698507,0.58675178243606,-3.18994981014657,0.00142297504068841,0.0320449008071184
"ENSG00000229647",43.3725998633561,-1.77021081595092,0.497429557082459,-3.5587165875981,0.000372671402664186,0.0157433675589056
"ENSG00000235770",38.6815881545805,-2.02916592578353,0.613999973224161,-3.30483064213867,0.000950338066334479,0.0261148849454009
"ENSG00000234199",47.3115887851631,-1.25884335480585,0.425222904195366,-2.96043167568292,0.00307208255005467,0.0496693878053165
"ENSG00000152127",1269.11383606403,-1.08828788037562,0.293738722164749,-3.70495204838956,0.00021143072682244,0.0113184940299999
"ENSG00000071967",1014.0848317126,-1.40536616716827,0.302606659935056,-4.64420104788799,3.41394992716041e-06,0.000733572490598593
"ENSG00000116016",1783.69179050737,-1.90267463842893,0.53691420931881,-3.54372189337824,0.000394521165628213,0.0161045829905913
"ENSG00000163235",73.3027899968035,-4.82346497134968,1.43001953609522,-3.37300634683672,0.000743522387553612,0.0229776275777445
"ENSG00000135636",409.683913153701,-1.28808910741095,0.419503566968985,-3.0705081168146,0.00213694877777426,0.0405835927794756
"ENSG00000153214",1564.56436013921,-1.20033946000354,0.314163435689737,-3.8207484501442,0.00013304730044935,0.00816948252875469
"ENSG00000197635",2818.87021689988,-1.33395305333584,0.375344174857316,-3.55394633163796,0.000379496647462258,0.0158253170697806
"ENSG00000118960",110.12891050705,-1.08171862470687,0.310762752830038,-3.48085031058558,0.000499824741021926,0.0182377088876184
"ENSG00000115963",3245.94492229226,-1.01943210856719,0.325856374526857,-3.12847066456014,0.00175718550662736,0.0360721895052744
"ENSG00000123989",343.675238817287,-1.37091279721631,0.284523847400478,-4.81827027766391,1.44808124498947e-06,0.000386263188641934
"ENSG00000068697",693.447238538674,-1.08284852843092,0.285564816763528,-3.79195357713697,0.000149466858429283,0.00892819214965034
"ENSG00000114948",767.390725762655,-2.25249805204233,0.468928524833235,-4.80349975050759,1.55916083537633e-06,0.000402029621401786
"ENSG00000119729",608.045173176215,-1.41740464833616,0.291411218216497,-4.8639330256776,1.15075866045342e-06,0.00031791762921205
"ENSG00000163328",120.551769117952,-1.78033280166096,0.438554363208143,-4.05954871509509,4.91676496561403e-05,0.00452200513038288
"ENSG00000115648",179.112168331341,-2.1044521094296,0.612694742257039,-3.43474811237524,0.000593104846505471,0.0200347709176553
"ENSG00000115828",51.5043693891916,-3.70373996815467,0.677608547098807,-5.465899130128,4.60566201450998e-08,3.39305700126113e-05
"ENSG00000136542",2817.24659898749,-1.64413655165735,0.537667155995186,-3.05790772846105,0.00222888195356004,0.0412687490168721
"ENSG00000049323",1978.06662335063,-1.12262649577036,0.372136421910696,-3.0167068571422,0.00255536799104786,0.0447381839256753
"ENSG00000114923",72.8435545509914,-1.49505180049733,0.428942039177992,-3.4854401386313,0.000491328142320549,0.0180126485541261
